ticker,flag,evidence,harmful,note
CTRE,c_price_break_gt40pct,2020-03-19 ratio 1.5438 (prev 8.0 -> 12.35); next10 level 1.8562x; day vol 1.71x median; zero-vol share before/after 0.0/0.0,no,COVID-crash move with a volume spike (real price).
CXW,c_price_break_gt40pct,2016-11-09 ratio 1.4313 (prev 14.19 -> 20.31); next10 level 1.4352x; day vol 11.91x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
CYTK,c_price_break_gt40pct,2020-10-08 ratio 0.5785 (prev 27.66 -> 16.0); next10 level 0.5873x; day vol 21.22x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
CYTK,c_price_break_gt40pct,2021-07-19 ratio 1.4041 (prev 19.23 -> 27.0); next10 level 1.5143x; day vol 60.9x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
CZR,c_price_break_gt40pct,2020-03-24 ratio 1.4416 (prev 10.44 -> 15.05); next10 level 1.3616x; day vol 1.25x median; zero-vol share before/after 0.0/0.0,no,COVID-crash move with a volume spike (real price).
DCH,c_price_break_gt40pct,2020-03-24 ratio 1.4657 (prev 2.77 -> 4.06); next10 level 1.3051x; day vol 1.78x median; zero-vol share before/after 0.0/0.0,no,COVID-crash move with a volume spike (real price).
DOCU,c_price_break_gt40pct,2021-12-03 ratio 0.5778 (prev 233.82 -> 135.09); next10 level 0.6179x; day vol 43.17x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
DRH,c_price_break_gt40pct,2020-03-19 ratio 1.6 (prev 2.15 -> 3.44); next10 level 2.2791x; day vol 1.78x median; zero-vol share before/after 0.0/0.0,no,COVID-crash move with a volume spike (real price).
DRH,c_price_break_gt40pct,2020-11-09 ratio 1.4119 (prev 4.88 -> 6.89); next10 level 1.4129x; day vol 4.73x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
DXC,c_price_break_gt40pct,2016-05-25 ratio 1.4208 (prev 30.8391 -> 43.8149); next10 level 1.4177x; day vol 23.56x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
DXPE,c_price_break_gt40pct,2016-08-10 ratio 1.5826 (prev 17.44 -> 27.6); next10 level 1.7133x; day vol 32.45x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
EAT,c_price_break_gt40pct,2020-03-19 ratio 1.4423 (prev 7.62 -> 10.99); next10 level 1.498x; day vol 2.42x median; zero-vol share before/after 0.0/0.0,no,COVID-crash move with a volume spike (real price).
EFC,c_price_break_gt40pct,2020-04-08 ratio 1.7471 (prev 5.22 -> 9.12); next10 level 1.8669x; day vol 8.81x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
ENPH,c_price_break_gt40pct,2020-02-19 ratio 1.4244 (prev 40.17 -> 57.22); next10 level 1.2975x; day vol 6.95x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
EPR,c_price_break_gt40pct,2020-11-09 ratio 1.4196 (prev 23.31 -> 33.09); next10 level 1.3567x; day vol 3.75x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
ESNT,c_price_break_gt40pct,2020-03-18 ratio 0.5712 (prev 34.21 -> 19.54); next10 level 0.7771x; day vol 2.05x median; zero-vol share before/after 0.0/0.0,no,COVID-crash move with a volume spike (real price).
EXEL,c_price_break_gt40pct,2014-09-02 ratio 0.4469 (prev 4.14 -> 1.85); next10 level 0.4493x; day vol 21.51x median; zero-vol share before/after 0.0/0.0,no,Before 2015-06; outside every 2017+ indicator window.
EXEL,c_price_break_gt40pct,2015-07-20 ratio 1.5038 (prev 3.91 -> 5.88); next10 level 1.4488x; day vol 27.62x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
FIZZ,c_price_break_gt40pct,2021-01-27 ratio 1.4017 (prev 64.745 -> 90.755); next10 level 0.9407x; day vol 13.4x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
FLR,c_price_break_gt40pct,2020-03-19 ratio 1.7618 (prev 3.4 -> 5.99); next10 level 1.7735x; day vol 1.61x median; zero-vol share before/after 0.0/0.0,no,COVID-crash move with a volume spike (real price).
GIII,c_price_break_gt40pct,2020-03-19 ratio 1.6911 (prev 4.5 -> 7.61); next10 level 1.6467x; day vol 5.9x median; zero-vol share before/after 0.0/0.0,no,COVID-crash move with a volume spike (real price).
GKOS,c_price_break_gt40pct,2018-08-29 ratio 1.4031 (prev 44.8 -> 62.86); next10 level 1.4268x; day vol 35.84x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
GLPI,c_price_break_gt40pct,2020-03-16 ratio 0.589 (prev 33.19 -> 19.55); next10 level 0.5919x; day vol 3.42x median; zero-vol share before/after 0.0/0.0,no,COVID-crash move with a volume spike (real price).
GME,c_price_break_gt40pct,2020-10-08 ratio 1.4412 (prev 2.34 -> 3.3725); next10 level 1.4316x; day vol 10.71x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
GME,c_price_break_gt40pct,2021-01-13 ratio 1.5739 (prev 4.9875 -> 7.85); next10 level 2.0787x; day vol 17.64x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
GME,c_price_break_gt40pct,2021-01-22 ratio 1.5108 (prev 10.7575 -> 16.2525); next10 level 2.7933x; day vol 20.47x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
GME,c_price_break_gt40pct,2021-01-26 ratio 1.9271 (prev 19.1975 -> 36.995); next10 level 1.5652x; day vol 18.54x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
GME,c_price_break_gt40pct,2021-01-27 ratio 2.3484 (prev 36.995 -> 86.8775); next10 level 0.6163x; day vol 7.49x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
GME,c_price_break_gt40pct,2021-01-28 ratio 0.5571 (prev 86.8775 -> 48.4); next10 level 0.2212x; day vol 2.43x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
GME,c_price_break_gt40pct,2021-01-29 ratio 1.6787 (prev 48.4 -> 81.25); next10 level 0.3197x; day vol 1.26x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
GME,c_price_break_gt40pct,2021-02-02 ratio 0.4 (prev 56.25 -> 22.5); next10 level 0.2353x; day vol 1.6x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
GME,c_price_break_gt40pct,2021-02-04 ratio 0.5789 (prev 23.1025 -> 13.375); next10 level 0.5535x; day vol 1.17x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
GME,c_price_break_gt40pct,2021-02-24 ratio 2.0394 (prev 11.2425 -> 22.9275); next10 level 2.7194x; day vol 2.63x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
GME,c_price_break_gt40pct,2021-03-08 ratio 1.4121 (prev 34.435 -> 48.625); next10 level 1.5607x; day vol 2.42x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
GME,c_price_break_gt40pct,2021-03-25 ratio 1.5269 (prev 30.085 -> 45.9375); next10 level 1.53x; day vol 1.73x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
INDV,c_price_break_gt40pct,2018-11-20 ratio 0.5843 (prev 12.75 -> 7.45); next10 level 0.5373x; day vol 2.5x median; zero-vol share before/after 0.33/0.23,no,Thin OTC quotes (zero-volume days; ASTH/CLSK/INDV before exchange listing). Suspect filter + tiny ADDV block trading; only pollutes RS/breadth slightly.
INDV,c_price_break_gt40pct,2019-04-10 ratio 0.3934 (prev 6.1 -> 2.4); next10 level 0.4639x; day vol 1024.0x median; zero-vol share before/after 0.3/0.45,no,Thin OTC quotes (zero-volume days; ASTH/CLSK/INDV before exchange listing). Suspect filter + tiny ADDV block trading; only pollutes RS/breadth slightly.
INDV,c_price_break_gt40pct,2020-07-24 ratio 1.4423 (prev 5.2 -> 7.5); next10 level 1.6851x; day vol 83.79x median; zero-vol share before/after 0.13/0.25,no,Thin OTC quotes (zero-volume days; ASTH/CLSK/INDV before exchange listing). Suspect filter + tiny ADDV block trading; only pollutes RS/breadth slightly.
INSW,c_price_break_gt40pct,2016-11-17 ratio 1.5469 (prev 9.9 -> 15.314); next10 level 1.5542x; day vol 2.85x median; zero-vol share before/after 0.0/0.03,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
IVT,c_price_break_gt40pct,2015-02-11 ratio 0.5738 (prev 51.2605 -> 29.4118); next10 level 0.5738x; day vol nanx median; zero-vol share before/after 0.77/0.6,yes,"Non-traded REIT: pre-listing Yahoo quotes (mostly zero volume) plus an UNADJUSTED reverse split at listing (IVT 1:10 on 2021-08, PECO ~1:3 on 2021-07; neither is in known_splits). ret_252/SMA/52-wk stay distorted into 2022 (dev window). Fix: cut history before the exchange listing (IVT 2021-10, PECO 2021-07-15) and add the splits."
IVT,c_price_break_gt40pct,2015-03-30 ratio 1.4257 (prev 16.9748 -> 24.2017); next10 level 1.4257x; day vol nanx median; zero-vol share before/after 0.72/0.72,yes,"Non-traded REIT: pre-listing Yahoo quotes (mostly zero volume) plus an UNADJUSTED reverse split at listing (IVT 1:10 on 2021-08, PECO ~1:3 on 2021-07; neither is in known_splits). ret_252/SMA/52-wk stay distorted into 2022 (dev window). Fix: cut history before the exchange listing (IVT 2021-10, PECO 2021-07-15) and add the splits."
IVT,c_price_break_gt40pct,2015-10-22 ratio 1.4457 (prev 14.7059 -> 21.2605); next10 level 1.4286x; day vol nanx median; zero-vol share before/after 0.63/0.68,yes,"Non-traded REIT: pre-listing Yahoo quotes (mostly zero volume) plus an UNADJUSTED reverse split at listing (IVT 1:10 on 2021-08, PECO ~1:3 on 2021-07; neither is in known_splits). ret_252/SMA/52-wk stay distorted into 2022 (dev window). Fix: cut history before the exchange listing (IVT 2021-10, PECO 2021-07-15) and add the splits."
IVT,c_price_break_gt40pct,2017-06-12 ratio 1.7368 (prev 9.5 -> 16.5); next10 level 1.5789x; day vol nanx median; zero-vol share before/after 0.93/0.98,yes,"Non-traded REIT: pre-listing Yahoo quotes (mostly zero volume) plus an UNADJUSTED reverse split at listing (IVT 1:10 on 2021-08, PECO ~1:3 on 2021-07; neither is in known_splits). ret_252/SMA/52-wk stay distorted into 2022 (dev window). Fix: cut history before the exchange listing (IVT 2021-10, PECO 2021-07-15) and add the splits."
IVT,c_price_break_gt40pct,2020-03-27 ratio 1.8 (prev 12.5 -> 22.5); next10 level 1.8x; day vol nanx median; zero-vol share before/after 0.97/0.97,yes,"Non-traded REIT: pre-listing Yahoo quotes (mostly zero volume) plus an UNADJUSTED reverse split at listing (IVT 1:10 on 2021-08, PECO ~1:3 on 2021-07; neither is in known_splits). ret_252/SMA/52-wk stay distorted into 2022 (dev window). Fix: cut history before the exchange listing (IVT 2021-10, PECO 2021-07-15) and add the splits."
IVT,c_price_break_gt40pct,2020-04-15 ratio 0.5111 (prev 22.5 -> 11.5); next10 level 0.5111x; day vol nanx median; zero-vol share before/after 0.95/0.98,yes,"Non-traded REIT: pre-listing Yahoo quotes (mostly zero volume) plus an UNADJUSTED reverse split at listing (IVT 1:10 on 2021-08, PECO ~1:3 on 2021-07; neither is in known_splits). ret_252/SMA/52-wk stay distorted into 2022 (dev window). Fix: cut history before the exchange listing (IVT 2021-10, PECO 2021-07-15) and add the splits."
IVT,c_price_break_gt40pct,2021-09-14 ratio 1.5194 (prev 1.29 -> 1.96); next10 level 1.5194x; day vol nanx median; zero-vol share before/after 0.77/0.22,yes,"Non-traded REIT: pre-listing Yahoo quotes (mostly zero volume) plus an UNADJUSTED reverse split at listing (IVT 1:10 on 2021-08, PECO ~1:3 on 2021-07; neither is in known_splits). ret_252/SMA/52-wk stay distorted into 2022 (dev window). Fix: cut history before the exchange listing (IVT 2021-10, PECO 2021-07-15) and add the splits."
IVT,c_price_break_gt40pct,2021-09-24 ratio 10.0765 (prev 1.96 -> 19.75); next10 level 10.0765x; day vol nanx median; zero-vol share before/after 0.75/0.12,yes,"Non-traded REIT: pre-listing Yahoo quotes (mostly zero volume) plus an UNADJUSTED reverse split at listing (IVT 1:10 on 2021-08, PECO ~1:3 on 2021-07; neither is in known_splits). ret_252/SMA/52-wk stay distorted into 2022 (dev window). Fix: cut history before the exchange listing (IVT 2021-10, PECO 2021-07-15) and add the splits."
IVT,c_price_break_gt40pct,2021-10-06 ratio 0.3869 (prev 13.0 -> 5.03); next10 level 1.8565x; day vol nanx median; zero-vol share before/after 0.75/0.03,yes,"Non-traded REIT: pre-listing Yahoo quotes (mostly zero volume) plus an UNADJUSTED reverse split at listing (IVT 1:10 on 2021-08, PECO ~1:3 on 2021-07; neither is in known_splits). ret_252/SMA/52-wk stay distorted into 2022 (dev window). Fix: cut history before the exchange listing (IVT 2021-10, PECO 2021-07-15) and add the splits."
IVT,c_price_break_gt40pct,2021-10-07 ratio 3.3837 (prev 5.03 -> 17.02); next10 level 4.9225x; day vol nanx median; zero-vol share before/after 0.73/0.03,yes,"Non-traded REIT: pre-listing Yahoo quotes (mostly zero volume) plus an UNADJUSTED reverse split at listing (IVT 1:10 on 2021-08, PECO ~1:3 on 2021-07; neither is in known_splits). ret_252/SMA/52-wk stay distorted into 2022 (dev window). Fix: cut history before the exchange listing (IVT 2021-10, PECO 2021-07-15) and add the splits."
IVT,c_price_break_gt40pct,2021-10-12 ratio 1.5276 (prev 17.02 -> 26.0); next10 level 1.4548x; day vol nanx median; zero-vol share before/after 0.73/0.0,yes,"Non-traded REIT: pre-listing Yahoo quotes (mostly zero volume) plus an UNADJUSTED reverse split at listing (IVT 1:10 on 2021-08, PECO ~1:3 on 2021-07; neither is in known_splits). ret_252/SMA/52-wk stay distorted into 2022 (dev window). Fix: cut history before the exchange listing (IVT 2021-10, PECO 2021-07-15) and add the splits."
KNTK,c_price_break_gt40pct,2020-11-05 ratio 3.0449 (prev 5.015 -> 15.27); next10 level 3.3375x; day vol 420.89x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
KRYS,c_price_break_gt40pct,2019-06-24 ratio 1.4134 (prev 29.15 -> 41.2); next10 level 1.4319x; day vol 16.64x median; zero-vol share before/after 0.0/0.0,no,Real market move (event volume spike and/or no clean split ratio persisting); price is genuine.
